source_json,test_id,subject,topic_name,total_questions,question_number,type,question_text,correct_answer,option_a,option_b,option_c,option_d,solution,image_data,hint_image,option_images_json,option_image_a,option_image_b,option_image_c,option_image_d,extra_question_images,solution_images,raw_question_json
BIOTECHNOLOGY_AND_ITS_APPLICATIONS-1.json,354,Time,BIOTECHNOLOGY AND ITS APPLICATIONS-1,302,0,numerical,,,,,,,,,,,,,,,,,
BIOTECHNOLOGY_AND_ITS_APPLICATIONS-1.json,354,Time,BIOTECHNOLOGY AND ITS APPLICATIONS-1,302,1,numerical,,a,,,,,,,,,,,,,,,
BIOTECHNOLOGY_AND_ITS_APPLICATIONS-1.json,354,Time,BIOTECHNOLOGY AND ITS APPLICATIONS-1,302,2,single_type,"Ian wilmut

**Options:**
-",d,,Har Gobind Khurana Jacque Monod,,Alex Jeffreys,,,,,,,,,,,
BIOTECHNOLOGY_AND_ITS_APPLICATIONS-1.json,354,Time,BIOTECHNOLOGY AND ITS APPLICATIONS-1,302,3,numerical,"I. Specific Bt toxin gene have been isolated from Bacillusthuringiensis II. Bt toxin is coded by a gene named cry III. Bt toxin protein exists as inactive protoxins Which of the statements given above are correct?

**Options:**
- d) I, II and III I and II I and III II and III",a,,,,,,,,,,,,,,,
BIOTECHNOLOGY_AND_ITS_APPLICATIONS-1.json,354,Time,BIOTECHNOLOGY AND ITS APPLICATIONS-1,302,4,single_type,"RNAi

**Options:**
-",c,and (,,Both (,None of these,,,,,,,,,,,
BIOTECHNOLOGY_AND_ITS_APPLICATIONS-1.json,354,Time,BIOTECHNOLOGY AND ITS APPLICATIONS-1,302,5,single_type,"In callus culture, roots can be induced by the supply of

**Options:**
-",a,Auxin,Cytokinin,Gibberellin,Ethylene,,,,,,,,,,,
BIOTECHNOLOGY_AND_ITS_APPLICATIONS-1.json,354,Time,BIOTECHNOLOGY AND ITS APPLICATIONS-1,302,6,numerical,"I. It is a transgenic variety of rice II. It contains a goods quality of β-carotene (provitamin-

**Options:**
- d) I, II and III II, III and IV I, II, III and IV",d,,,,,,,,,,,,,,,
BIOTECHNOLOGY_AND_ITS_APPLICATIONS-1.json,354,Time,BIOTECHNOLOGY AND ITS APPLICATIONS-1,302,7,single_type,"GEAC stands for

**Options:**
-",c,Committee,Gene Environment Action Committee Genome Engineering Action Committee,Genetic and Biotechnique Approval Genetic Engineering Approval Committee,,Genetic Engineering Government of India formed the organisation like GEAC (Genetic,,,,,,,,,,
BIOTECHNOLOGY_AND_ITS_APPLICATIONS-1.json,354,Time,BIOTECHNOLOGY AND ITS APPLICATIONS-1,302,8,single_type,"The linking of antibiotic resistance gene with the plasmid vector became possible with

**Options:**
-",a,DNA ligase,Endonucleases,DNA polymerase,Exonucleases,DNA ligase is used to public safety DNA ligase joins together the neighbouring discontinuity in a DNA strand by forming a,,,,,,,,,,
BIOTECHNOLOGY_AND_ITS_APPLICATIONS-1.json,354,Time,BIOTECHNOLOGY AND ITS APPLICATIONS-1,302,9,single_type,"Crop yield

**Options:**
-",d,,Nutritional value of food Tolerance against abiotic stresses,,All of the above,"Genetic modification of crops have resulted in (i) Increased tolerance against abiotic stresses (cold, drought, salt and heat) - (ii) Reduced reliance on chemical pesticides (pest-resistant crops) - (iii) Reduced postharvest losses - (iv) Enhanced nutritional value of food, *e . g . ,* vitamin-A enriched (golden rice) - (v) Increased efficiency of minerals used by the plants (this prevents early exhaustion of fertility of soil)",,,,,,,,,,
BIOTECHNOLOGY_AND_ITS_APPLICATIONS-1.json,354,Time,BIOTECHNOLOGY AND ITS APPLICATIONS-1,302,10,single_type,"to insect pests. Which one is a transgenic plant? Transgenic crops are modified through genetic engineering to develop natural resistance

**Options:**
-",a,Tobacco and cotton,Tomato and rice,Maize and sugarcane,Tomato and wheat,Approval Committee – Engineering Approval Committee) to decides the validity and safety of GM organisms for seal the nicks that remain in recombinant DNA molecule. In fact nucleotides flanking a phosphodiester bond.,,,,,,,,,,
BIOTECHNOLOGY_AND_ITS_APPLICATIONS-1.json,354,Time,BIOTECHNOLOGY AND ITS APPLICATIONS-1,302,11,single_type,"Golden rice was created by transforming rice with two beta=carotene biosynthesis

**Options:**
-",b,Psy and Cry 1 genes,LCY-e,CHY-1,CHY-2,Transgenic golden rice was created by transforming rice with the genes Psy (phytoene synthase) from daffodil (Narcissus pseudonarcissus) and Cry 1 from the soil bacterium Erwinia uredovora.,,,,,,,,,,
BIOTECHNOLOGY_AND_ITS_APPLICATIONS-1.json,354,Time,BIOTECHNOLOGY AND ITS APPLICATIONS-1,302,12,single_type,"Which of the following is used in genetic engineering?

**Options:**
-",b,Plastid,Plasmid,Mitochondria,ER,"Plasmids are used in genetic engineering. An explant is the excised piece of tissue or organ used for culture. An explant before organogenesis is heterotrophic which grows on a synthetic medium and sucrose is the most commonly used carbon source. A nematode Meloidegyne incognitia infects the roots of tobacco plants, which reduces the production of tobacco. It can be prevented by using RNA interference | | is checked by the<br>silencing of specific<br>mRNA due to a<br>complementary<br>dsRNA. dsRNA binds<br>and prevents the<br>translation of the<br>mRNA (silencing) | | Silk is obtained from<br>cocoon (pupa) of silk<br>moth. The salivary<br>glands are modified<br>and forming silk<br>glands of larva. Silk is<br>secreted by silk<br>glands. | |----|-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|----|--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------| | 15 | (a)<br>The restriction<br>endonuclease Eco RI is<br>obtained from<br>Escherichia coli Ry 13.<br>The recognition<br>sequence for this is<br>G/AATTC, CTTAA/G. | 20 | (c)<br>Bacillus anthracis<br>(anthrax) and B.<br>mallei (glanders, the<br>most common<br>biological weapon)<br>were used in WW-I by<br>Germany, to infect | | 16 | (d)<br>Transgenic tobacco<br>plants containing a<br>gene (cry) from a<br>bacterium, Bacillus<br>thuringiensis have<br>been produced.<br>This bacterial gene<br>specifies an<br>insecticidal protein<br>that destroys the<br>stomach lining of the<br>insects and kills them.<br>The tobacco plants<br>with this gene<br>produces their own<br>insecticide | 21 | livestock and animal<br>feed exported to Allies.<br>(c)<br>Bt toxins are initially<br>inactive protoxins but<br>after ingestion by the<br>insects, their inactive<br>toxins becomes active<br>due to the alkaline pH<br>of the gut which<br>solublise the crystals.<br>The activated toxin<br>binds to the surface of<br>the midgut epithelial<br>cells thus, creating<br>pores which causes<br>cell swelling and lysis, | | 17 | (a)<br>Gene for human alpha<br>lactalbumin was<br>introduced into the<br>genes of first<br>transgenic cow, which<br>made the milk<br>nutritionally richer | 22 | further leading to<br>death of the insects<br>(d)<br>Bt brinjal is a<br>transgenic plant with<br>insect resistance<br>which contains Bt<br>gene encoding Bt toxin<br>derived from Bacillus | | 18 | (a)<br>Bacillus thuringiensis<br>was the first to be<br>used as biopesticides<br>on the commercial<br>scale in the world | 23 | thuringiensis.<br>(b)<br>Agrobacterium<br>tumefaciens is used as<br>a best genetic vector | (RNAi) process, which",,,,,,,,,,
BIOTECHNOLOGY_AND_ITS_APPLICATIONS-1.json,354,Time,BIOTECHNOLOGY AND ITS APPLICATIONS-1,302,13,single_type,"Explants before organogenesis, is

**Options:**
-",d,Photosynthetic,Autotrophic,Heteromorphic,Heterotrophic,,,,,,,,,,,
BIOTECHNOLOGY_AND_ITS_APPLICATIONS-1.json,354,Time,BIOTECHNOLOGY AND ITS APPLICATIONS-1,302,14,single_type,"In RNAi, genes are silenced using

**Options:**
-",b,dsDNA,dsRNA,ssDNA,ssRNA,Insect resistant transgenic plants contain either a gene from the bacterium Bacillus thuringiensis or some other gene. In Bt cotton and Bt tobacco the insect resistant gene is transferred from Bacillus thuringiensis.,,,,,,,,,,
BIOTECHNOLOGY_AND_ITS_APPLICATIONS-1.json,354,Time,BIOTECHNOLOGY AND ITS APPLICATIONS-1,302,15,single_type,"GAATTC is the recognition site for the restriction endonuclease

**Options:**
-",a,Eco RI,Hind II,Eco RII,Bam HI,,,,,,,,,,,
BIOTECHNOLOGY_AND_ITS_APPLICATIONS-1.json,354,Time,BIOTECHNOLOGY AND ITS APPLICATIONS-1,302,16,numerical,"Consider the following statements about transgenic tobacco plant I. Transgenic tobacco plants contains a gene from a bacterium, Bacillusthuringiensis II. Bt gene is an insecticidal protein which damages the inner lining of the insects and kills it (insect) III. The tobacco plants having Bt gene produces their own insecticide Which of the statements given above are correct?

**Options:**
- d) I and II I and III II and III I, II and III",d,,,,,,,,,,,,,,,
BIOTECHNOLOGY_AND_ITS_APPLICATIONS-1.json,354,Time,BIOTECHNOLOGY AND ITS APPLICATIONS-1,302,17,single_type,"Which gene was introduced in the first transgenic cow?

**Options:**
-",a,lactalbumin,α-1-antitrypsin,β-1-antitrypsin,cry-IAc,,,,,,,,,,,
BIOTECHNOLOGY_AND_ITS_APPLICATIONS-1.json,354,Time,BIOTECHNOLOGY AND ITS APPLICATIONS-1,302,18,single_type,world?,a,Bacillus thuringiensis,"E. coli

**Options:",,Agrobacterium tumefaciens,,,,,,,,,,,
BIOTECHNOLOGY_AND_ITS_APPLICATIONS-1.json,354,Time,BIOTECHNOLOGY AND ITS APPLICATIONS-1,302,19,single_type,"Silk is produced by

**Options:**
-",c,Egg of silkworm,Pupa of silkworm,Lara of silkworm,Insect itself,in plants.,,,,,,,,,,
BIOTECHNOLOGY_AND_ITS_APPLICATIONS-1.json,354,Time,BIOTECHNOLOGY AND ITS APPLICATIONS-1,302,20,single_type,"Bacillus subtilis

**Options:**
-",c,,Pseudomonas putida Bacillus anthracis,,None of these,,,,,,,,,,,
BIOTECHNOLOGY_AND_ITS_APPLICATIONS-1.json,354,Time,BIOTECHNOLOGY AND ITS APPLICATIONS-1,302,21,numerical,Obstructing a biosynthetic pathway,c,,,,,,,,,,,,,,,
BIOTECHNOLOGY_AND_ITS_APPLICATIONS-1.json,354,Time,BIOTECHNOLOGY AND ITS APPLICATIONS-1,302,22,single_type,"GM brinjal in India has been developed for resistance against

**Options:**
-",d,Virus,Bacteria,Fungi,Insects,,,,,,,,,,,
BIOTECHNOLOGY_AND_ITS_APPLICATIONS-1.json,354,Time,BIOTECHNOLOGY AND ITS APPLICATIONS-1,302,23,single_type,"Bacillus thuringiensis

**Options:**
-",b,,Agrobacterium tumefaciens Pseudomonas putida,,None of the above,,,,,,,,,,,
BIOTECHNOLOGY_AND_ITS_APPLICATIONS-1.json,354,Time,BIOTECHNOLOGY AND ITS APPLICATIONS-1,302,24,single_type,"Growing in polluted soil or water

**Options:**
-",c,,Exposed to gamma rays Raised in tissue culture,,Transformed by recombinant DNA technology,"Somaclonal variation is a variation that occurs in cell and tissue cultures, which may be genetic or epigenetic.",,,,,,,,,,
BIOTECHNOLOGY_AND_ITS_APPLICATIONS-1.json,354,Time,BIOTECHNOLOGY AND ITS APPLICATIONS-1,302,25,single_type,"Which of the following cells cannot be grown under tissue which of culture condition?

**Options:**
-",d,Hela cells,Leucocytes,Kidney cells,Nerve cells,Polyethylene glycol (PEG) is a hydrocarbon solvent that attacks cell membranes and is widely used in the induction of cell fusion between plant protoplasts and in the production of animal cell hybridoma. It is used for gene transfer without a vector.,,,,,,,,,,
BIOTECHNOLOGY_AND_ITS_APPLICATIONS-1.json,354,Time,BIOTECHNOLOGY AND ITS APPLICATIONS-1,302,26,single_type,"countries concerned is called Use of biological resources of other countries without any legal authorization of the

**Options:**
-",b,Biopatent,Biopiracy,Bioethics,All of these,Biopiracy. Indian Basmati was crossed with semi dwarf variety and was claimed as a new variety for which the patent was filled by a USA company,,,,,,,,,,
BIOTECHNOLOGY_AND_ITS_APPLICATIONS-1.json,354,Time,BIOTECHNOLOGY AND ITS APPLICATIONS-1,302,27,numerical,"I. reduced reliance on chemical pesticides II. reduced post-harvest losses III. increased efficiency of minerals used by the plants IV. enhanced nutritional value of the food Which of the statements given above are correct?

**Options:**
- d) I, II, III and IV I, II and III II, III and IV",a,,,,,"Genetic modification of crops have resulted in (i) increased tolerance against abiotic stresses (cold, drought, salt, heat) (ii) reduced reliance on chemical pesitcides (pest-resistant crops) (iii) reduced postharvest losses (iv) increased efficiency of minerals used by the plants exhaustion of fertility of soil) (v) enhanced nutritional value of the food (vi) creation of tailormade plants to supply alternative resources such as starches, fuels and pharmaceuticals to industries *28* **(b)** PCR was discovered by Karry Mullis. In polymerase chain reaction (PCR), a segment of DNA is amplified. Taq DNA polymerase enzyme is used in PCR, this enzyme is temperature resistant. (this prevents early",,,,,,,,,,
BIOTECHNOLOGY_AND_ITS_APPLICATIONS-1.json,354,Time,BIOTECHNOLOGY AND ITS APPLICATIONS-1,302,28,single_type,"The function of polymerase chain reaction is

**Options:**
-",b,Transduction,DNA amplification,Translation,None of these,,,,,,,,,,,
BIOTECHNOLOGY_AND_ITS_APPLICATIONS-1.json,354,Time,BIOTECHNOLOGY AND ITS APPLICATIONS-1,302,29,single_type,"Microinjection

**Options:**
-",c,,ELISA Polymerase chain reaction,,Gene gun,"## Gene amplification using primers can be done by polymerase chain reaction (PCR). In this reaction, multiple copies of the gene of interest is synthesized in vitro using two sets of primers and the enzyme DNA polymerase. Primers are small chemically synthesized oligonucleotides that are complementary to the regions of DNA.",,,,,,,,,,
BIOTECHNOLOGY_AND_ITS_APPLICATIONS-1.json,354,Time,BIOTECHNOLOGY AND ITS APPLICATIONS-1,302,30,single_type,"is Gene therapy

**Options:**
-",d,,Hybridoma technology Tissue culture,,Genetic engineering,"Genetic engineering is defined as the manipulation of genes by man. It refers to the artificial synthesis, modification, isolation, addition, combination and repair of genetic material (DNA) to get desired and useful phenotype. In this technique, the DNA or gene of different origins are joined to produce hybrid DNA called recombinant DNA.",,,,,,,,,,
BIOTECHNOLOGY_AND_ITS_APPLICATIONS-1.json,354,Time,BIOTECHNOLOGY AND ITS APPLICATIONS-1,302,31,numerical,Production of a human protein in bacteria by genetic engineering is possible because The human chromosome can replicate in bacterial cell,d,,,,,,,,,,,,,,,
BIOTECHNOLOGY_AND_ITS_APPLICATIONS-1.json,354,Time,BIOTECHNOLOGY AND ITS APPLICATIONS-1,302,32,single_type,"parent Clones are descended from a single

**Options:**
-",c,and (,Identical twins are not clones Clone is a result of sexual reproduction,,Both (,"A clone consists of asexual progeny of a single individual or cell. The process of producing a clone is called cloning. All the individual of a clone have the same genotype, which is also identical with that of the individual from which the clone was derived.",,,,,,,,,,
BIOTECHNOLOGY_AND_ITS_APPLICATIONS-1.json,354,Time,BIOTECHNOLOGY AND ITS APPLICATIONS-1,302,33,single_type,"Which of the following companies started selling humulin in 1983?

**Options:**
-",b,Baxter,Eli Lilly,Roche,Bayer healthcare,"Eli Lilly. The company that developed genetically engineered E. coli to make human insulin was Genetech. They developed it in 1978. This technique was purchased by another American company Eli Lilly in September 1982. On 5th July, 1983 Eli Lilly company launched the first genetically engineered human insulin by the name humulin",,,,,,,,,,
BIOTECHNOLOGY_AND_ITS_APPLICATIONS-1.json,354,Time,BIOTECHNOLOGY AND ITS APPLICATIONS-1,302,34,single_type,"More advancement in genetic engineering is due to Restriction endonuclease

**Options:**
-",c,,Reverse transcriptase Protease,,Zymase,"Endonucleases are enzymes that produce internal cuts called cleavage in DNA molecule. A class of endonucleases cleavage DNA only within or near those sites which have specific base sequences, such endonucleases are known as restriction endonucleases and sites recongnised by them are called recognition sites. Restriction endonucleases have major role in genetic engineering.",,,,,,,,,,
BIOTECHNOLOGY_AND_ITS_APPLICATIONS-1.json,354,Time,BIOTECHNOLOGY AND ITS APPLICATIONS-1,302,36,single_type,"Prokaryotes

**Options:**
-",a,and (,,Both (,None of these,"Bt toxin is obtained from Bacillus thuringiensis, a prokaryote.",,,,,,,,,,
BIOTECHNOLOGY_AND_ITS_APPLICATIONS-1.json,354,Time,BIOTECHNOLOGY AND ITS APPLICATIONS-1,302,37,single_type,"emphysema? Which of the following transgenic human protein product has been used to treat

**Options:**
-",a,α-1 antitrypsin,α-1 globulin,Cry I Ab protein,Cry II Ac protein,"safety Useful biological products can be produced by introducing into transgenic animals the portion of DNA (or genes), which codes for a particular product. For example, Human protein (4-1 antitrypsin) is used to treat emphysema Biopiracy is a theft or robbery of biological and genetic resources indigenous to a country. The biological resources have many uses in agriculture health care and chemical industries. The process of biopiracy involves the collection of the samples of biological sources, which can be done unnoticed",,,,,,,,,,
BIOTECHNOLOGY_AND_ITS_APPLICATIONS-1.json,354,Time,BIOTECHNOLOGY AND ITS APPLICATIONS-1,302,39,single_type,"Meristem culture is practised in horticulture to get

**Options:**
-",c,Somaclonal variation,Haplods,Virus-free plants,Slow-growing callus,"Cultivation of axillary or apical shoot meristem is known as meristem culture. It involves the development of an already existing shoot meristem and subsequently the regeneration of adventitious roots from the developed shoots. Meristem culture can be used for rapid clonal multiplication, production of virus free plants, germplasm conservation and production of transgenic plants.",,,,,,,,,,
BIOTECHNOLOGY_AND_ITS_APPLICATIONS-1.json,354,Time,BIOTECHNOLOGY AND ITS APPLICATIONS-1,302,40,single_type,"Use of biology in industrial process and for improving quality of life is called

**Options:**
-",d,Genetic engineering,Eugenics,Microbiology,Biotechnology,,,,,,,,,,,
BIOTECHNOLOGY_AND_ITS_APPLICATIONS-1.json,354,Time,BIOTECHNOLOGY AND ITS APPLICATIONS-1,302,41,single_type,"I and II Which of the statement given above are correct?

**Options:**
-",a,,I and III,II and III,"I, II and III","Bacillus thuringiensis froms the protein crystals, which contains a toxic insecticidal protein. Bt toxins are initially inactive protoxins but after ingestion by the insects their inactive of the gut, which solubilise the crystals. The activated toxin binds to the surface of the midgut epithelial cells thus creating pores, which causes cell swelling and lysis, further leading to death of the insect *42* **(a)** Genetic engineering may one day enable the medical scientists to replace the defective genes responsible for heredity diseases (haemophilia, phenylketonuria) with the normal genes. The improved techniques for gene manipulation and deeper understanding of gene function in the body, may some day enable the medical biotechnologists to correct gene disorders in humans. Treatment of a genetic disorder by manipulating genes is called gene therapy toxin becomes active due to the alkaline pH",,,,,,,,,,
BIOTECHNOLOGY_AND_ITS_APPLICATIONS-1.json,354,Time,BIOTECHNOLOGY AND ITS APPLICATIONS-1,302,42,numerical,Gene therapy b) Gene replacement therapy Enzyme replacement therapy,a,,,,,,,,,,,,,,,
BIOTECHNOLOGY_AND_ITS_APPLICATIONS-1.json,354,Time,BIOTECHNOLOGY AND ITS APPLICATIONS-1,302,43,numerical,"PCR proceeds in three distinct steps governed by temperature, they are in order of Synthesis, annealing, denaturation Denaturation, synthesis, annealing",a,,,,,"Polymerase Chain Reaction (PCR) was developed by Kary Mullis. It is composed of denaturation of DNA at high temperature, annealing of primers at the ends of DNA strands and synthesis/polymerizati | | 44 | (a) | |-------------------|----|--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------| | on by polymerase. | | A lymphocyte is a kind<br>of WBCs in the<br>vertebrate immune<br>system. The three<br>major types of<br>lymphocyte are T-cells,<br>B-cells and Natured | | | 46 | Killer (NK) cells<br>(b)<br>Variable Number<br>Tandem Repeats<br>(VNTRs) are short | | nucleotide repeats<br>that vary in number<br>from person to person<br>but are inherited.<br>These can be<br>recognized only<br>through molecular<br>analyses of DNA<br>samples and are<br>important for DNA<br>fingerprinting. | | | 47 | (d)<br>Bt toxin is not toxin to<br>human being because<br>conversion of pro Bt to<br>Bt state takes place<br>only in highly alkaline<br>conditions | | | 48 | (b)<br>A<br>clone<br>is<br>a<br>homozygote<br>obtained<br>asexually or a clone is<br>a group of individuals<br>or cells derived from a<br>single<br>parent<br>or<br>cell<br>through<br>asexual<br>reproduction.<br>All the<br>cells in the clone have<br>the<br>same<br>genetic<br>material and are exact<br>copies of the original. | | | 49 | (a)<br>The company that<br>developed genetically<br>engineered E. coli to | make human insulin was Genetech. They developed it in 1978. This technique was purchased by another American company Eli Lilly in September 1982. On 5th July, 1983 Eli Lilly company launched the first genetically engineered human insulin by the name humulin",,,,,,,,,,
BIOTECHNOLOGY_AND_ITS_APPLICATIONS-1.json,354,Time,BIOTECHNOLOGY AND ITS APPLICATIONS-1,302,44,single_type,"A kind of white blood cells

**Options:**
-",a,,A kind of red blood cells Blood platelets,,Plasma cells,,,,,,,,,,,
BIOTECHNOLOGY_AND_ITS_APPLICATIONS-1.json,354,Time,BIOTECHNOLOGY AND ITS APPLICATIONS-1,302,45,single_type,"Blindness can be prevented by use of which crop in poor contries?

**Options:**
-",a,Golden rice,Wheat,Gram,Pea,,,,,,,,,,,
BIOTECHNOLOGY_AND_ITS_APPLICATIONS-1.json,354,Time,BIOTECHNOLOGY AND ITS APPLICATIONS-1,302,46,numerical,Variable number of tandem repeats (VNTRs) in the DNA molecule are highly useful in Stem cell culture,b,,,,,,,,,,,,,,,
BIOTECHNOLOGY_AND_ITS_APPLICATIONS-1.json,354,Time,BIOTECHNOLOGY AND ITS APPLICATIONS-1,302,47,numerical,Why is Bt toxin not toxic to human beings? condition,d,,,,,,,,,,,,,,,
BIOTECHNOLOGY_AND_ITS_APPLICATIONS-1.json,354,Time,BIOTECHNOLOGY AND ITS APPLICATIONS-1,302,48,numerical,Heterozygote obtained asexually b) Homozygote obtained asexually,b,,,,,,,,,,,,,,,
BIOTECHNOLOGY_AND_ITS_APPLICATIONS-1.json,354,Time,BIOTECHNOLOGY AND ITS APPLICATIONS-1,302,49,single_type,,a,Heterozygote produced by sexual methods Humulin is,Animal insulin,Heterozygote produced by sexual methods Humulin is,"Homozygote produced by sexual reproduction

**Options:",,,,,,,,,,,
BIOTECHNOLOGY_AND_ITS_APPLICATIONS-1.json,354,Time,BIOTECHNOLOGY AND ITS APPLICATIONS-1,302,50,single_type,"Botanical

**Options:**
-",d,,Beta Biotechnology,,Bacillus thuringiensis,"Bt cotton is a transgenic plant with insect resistance, which contain Bt gene encoding Bt toxin derived from Bacillus thuringiensis.",,,,,,,,,,
BIOTECHNOLOGY_AND_ITS_APPLICATIONS-1.json,354,Time,BIOTECHNOLOGY AND ITS APPLICATIONS-1,302,51,numerical,deficiency? attempted gene therapy on a 4 year old girl with which of the following enzyme,b,,,,,"For the first time in 1990, M Blease and WF Andresco of National Institute of Health, attempted gene therapy on a 4 year old girl Adenosine Deaminate (ADA) deficiency ADA is caused due to the deletion of gene for adenosine deaminase",,,,,,,,,,
BIOTECHNOLOGY_AND_ITS_APPLICATIONS-1.json,354,Time,BIOTECHNOLOGY AND ITS APPLICATIONS-1,302,53,single_type,"Undifferentiated mass of plant cells grown on nutrient medium, is called

**Options:**
-",a,Callus,Bud,Clone,Scion,"Callus is an unorganized and undifferentiated mass of actively dividing plant cells grown on culture medium from an explants. In 1939 White, Gautheret and Nobecourt independently succeeded in raising callus.",,,,,,,,,,
BIOTECHNOLOGY_AND_ITS_APPLICATIONS-1.json,354,Time,BIOTECHNOLOGY AND ITS APPLICATIONS-1,302,54,numerical,"The first case of IVF-ET technique success, was reported by Patrick Steptoe and Robert Edward Baylis and Starling Taylor",b,,,,,"Test tube baby is the result of IVF-ET technique (in vitro Fertilization-Embryo Transfer). The first case of IVF-ET technique success was reported by Dr. Patrick Steptoe (England) and Dr. Robert Edward (England) when first test tube baby Louis Joy Brown was born to Lesley and Gilbert Brown on July 1978, in Oldham, Lancashire (England).",,,,,,,,,,
BIOTECHNOLOGY_AND_ITS_APPLICATIONS-1.json,354,Time,BIOTECHNOLOGY AND ITS APPLICATIONS-1,302,55,single_type,"I. rheumatoid arthritis II. Alzheimer's disease III. cancer IV. Cystic fibrosis Choose the correct option I and II

**Options:**
-",d,,II and IV,"I, II and IV","I, II, III and IV","Transgenic models have been developed for many human disease like cancer cystic fibrosis, rheumatoid arthritis and Alzheimer's disease",,,,,,,,,,
BIOTECHNOLOGY_AND_ITS_APPLICATIONS-1.json,354,Time,BIOTECHNOLOGY AND ITS APPLICATIONS-1,302,56,single_type,"Single stranded RNA

**Options:**
-",b,,Mini satellite 19 base long oligonucleotide,,All of the above,The probes used for DNA fingerprinting are usually prepared from minisatellite or microsatellite DNA.,,,,,,,,,,
BIOTECHNOLOGY_AND_ITS_APPLICATIONS-1.json,354,Time,BIOTECHNOLOGY AND ITS APPLICATIONS-1,302,57,numerical,The decisions regarding the validity of GMO (Genetic Modification of Organism) research Genetic Engineering Approval Committee,a,,,,,The decisions regarding the validity of GM (Genetically Modification of Organism) research and the safety of introducing GM for public services in India is taken by Genetic Engineering Approval Committee,,,,,,,,,,
BIOTECHNOLOGY_AND_ITS_APPLICATIONS-1.json,354,Time,BIOTECHNOLOGY AND ITS APPLICATIONS-1,302,58,single_type,"Some strains of Bacillusthuringiensis produces proteins that kills insects like

**Options:**
-",d,Lepidopterans,Coleopterans,Dipterans,All of these,"Some strains of Bacillus thuringiensis produce that kills insect like lipidoptreans, coleopterans and dipterans",,,,,,,,,,
BIOTECHNOLOGY_AND_ITS_APPLICATIONS-1.json,354,Time,BIOTECHNOLOGY AND ITS APPLICATIONS-1,302,60,single_type,,d,river in China,carotene (pro-vitamin,"coloured grains A type of rice grown along the yellow Normal variety of rice with golden In order to obtain virus-free plants through tissue culture, the best method is A transgenic rice having gene for β","tint Wild and long sized rice having golden

**Options:","In meristem culture, the shoot apical meristem along with some surrounding tissue is grown in vitro. It is used for clonal propagation and recovery of virus free plants. It is also potentially useful in germplasm exchange and long term storage of germplasm through freeze preservation",,,,,,,,,,
BIOTECHNOLOGY_AND_ITS_APPLICATIONS-1.json,354,Time,BIOTECHNOLOGY AND ITS APPLICATIONS-1,302,61,numerical,"bollworms? a) Which of the following genes were introduced in cotton to protect it from cotton

**Options:**
- a) Which of the following genes were introduced in cotton to protect it from cotton",c,,,,,"Bt toxin is coded by a gene named cry. There are number of such genes, *e . g . ,* the proteins encoded by the genes cry IAc and cry IIAb control the cotton bollworms, that of cry IAb controls corn borer",,,,,,,,,,
BIOTECHNOLOGY_AND_ITS_APPLICATIONS-1.json,354,Time,BIOTECHNOLOGY AND ITS APPLICATIONS-1,302,62,single_type,"II. Enzyme replacement therapy IV. Hybridoma technique Choose the correct option

**Options:**
-",a,I and II Which of the following techniques are related with gene therapy? III. Gel electrophoresis technique,II and III,"I, II and III","II, III and IV","Bone marrow transplantation and enzyme replacement therapy. Adenosine deaminase enzyme is very important for the immune system to function. In the absence of adenosine deaminase enzyme, purine metabolism is disturbed and Tlymphocytes fails to function. ADA deficiency can lead to Severe combiuned Immune Deficiency (SCID) SCID is caused due to defect in the genes for the enzyme adenosine deaminase. The genetic diseases that are being investigated for gene therapy ranges from sickle-cell anaemia to Severe Combined Immuno Deficiency (SCID). In some children, ADA deficiency can be cured by bone marrow transplantation However, in others it can be treated by the enzyme replacement therapy, in which functional ADA is given to the patient by injection. But in both approaches, the patients are not completely cured. For permanent cure, gene isolated from the bone marrow cells producing ADA at early embryonic stage can be a possible cure",,,,,,,,,,
BIOTECHNOLOGY_AND_ITS_APPLICATIONS-1.json,354,Time,BIOTECHNOLOGY AND ITS APPLICATIONS-1,302,63,single_type,"B-lymphocytes The SCID patient has a defective gene for the enzyme Adenosine Deaminase (ADA). He/She lacks functional and therefore, fails to fight the infecting pathogens

**Options:**
-",c,and (,Phagocytes,T-lymphocytes,Both (,"The SCID patient has a defective gene for the enzyme Adenosine Deaminase (ADA). He/she lacks functional Tlymphocytes and therefore, fails to fight the infecting pathogens",,,,,,,,,,
