source_json,test_id,subject,topic_name,total_questions,question_number,type,question_text,correct_answer,option_a,option_b,option_c,option_d,solution,image_data,hint_image,option_images_json,option_image_a,option_image_b,option_image_c,option_image_d,extra_question_images,solution_images,raw_question_json
BIOMOLECULES-1.json,195,Time,BIOMOLECULES-1,583,83,single_type,"The antibodies necessary to protect new born babies from infection are derived from:

**Options:**
-",c,Cow's milk,Pasteurised milk,Mother's milk,Honey,,,,,,,,,,,
BIOMOLECULES-1.json,195,Time,BIOMOLECULES-1,583,84,single_type,"The element present in traces in insulin is:

**Options:**
-",c,Iron,Cobalt,Zinc,Magnesium,,,,,,,,,,,
BIOMOLECULES-1.json,195,Time,BIOMOLECULES-1,583,85,single_type,"Adenosine is an example of:

**Options:**
-",b,Nucleotide,Nucleoside,Purine base,Pyrimidine base,,,,,,,,,,,
BIOMOLECULES-1.json,195,Time,BIOMOLECULES-1,583,86,numerical,Which of the following statements is incorrect? Both helixes are right handed,d,,,,,,,,,,,,,,,
BIOMOLECULES-1.json,195,Time,BIOMOLECULES-1,583,87,single_type,"The chemical messengers produced in ductless glands are:

**Options:**
-",d,Vitamins,lipids,Antibiotics,Hormones,,,,,,,,,,,
BIOMOLECULES-1.json,195,Time,BIOMOLECULES-1,583,88,single_type,"The tripeptide hormone present in most living cells is

**Options:**
-",a,Glutathione,Glutamine,Oxytocin,Ptyalin,,,,,,,,,,,
BIOMOLECULES-1.json,195,Time,BIOMOLECULES-1,583,89,single_type,"Replication The chemical change in DNA molecule that could lead to synthesis of protein with an altered amino acid sequence is called

**Options:**
-",d,,Lipid formation,Cellular membrane,Mutation,,,,,,,,,,,
BIOMOLECULES-1.json,195,Time,BIOMOLECULES-1,583,90,single_type,"Calciferol is

**Options:**
-",a,Vitamin,Antibiotic,Hormone,Antipyretic,,,,,,,,,,,
BIOMOLECULES-1.json,195,Time,BIOMOLECULES-1,583,91,single_type,"Keratin, a structural protein is present in:

**Options:**
-",d,Hair,Skin,Wool,All of these,,,,,,,,,,,
BIOMOLECULES-1.json,195,Time,BIOMOLECULES-1,583,92,numerical,The letter 'D' in carbohydrates represents:,,,,,,,,,,,,,,,,
BIOMOLECULES-1.json,195,Time,BIOMOLECULES-1,583,93,numerical,The reason for double helical structure of DNA is operation of,c,,,,,,,,,,,,,,,
BIOMOLECULES-1.json,195,Time,BIOMOLECULES-1,583,94,numerical,The two functional group present in a typical carbohydrate are,c,,,,,,,,,,,,,,,
BIOMOLECULES-1.json,195,Time,BIOMOLECULES-1,583,95,numerical,"The compound, which give a positive ninhydrin test and a negative Benedict's solution test, is",d,,,,,,,,,,,,,,,
BIOMOLECULES-1.json,195,Time,BIOMOLECULES-1,583,96,numerical,The change in the optical rotation of freshly prepared solution of glucose is known as,d,,,,,,,,,,,,,,,
BIOMOLECULES-1.json,195,Time,BIOMOLECULES-1,583,97,numerical,Which one of the following structure represents the peptide chain?,c,,,,,"The peptide linkage ¿ is formed by the condensation of amino acids molecules. $$HNH-CH-C-OH+H.$$ *RO RO* $$-\vec{H}_2O - HN - CH - C - N$$ |*∥*|*∥ RO RO* Hence, following structure represents the peptide chain. *H H H O* $$\begin{array}{c|c} ||||| & \\ -N - C - N - C - 1 \\ ||| & || & \lor \dot{\iota} \\ OO \end{array}$$ #### *98* **(a)** Amylopectin consists of D-glucose units from 300 to 600. So it is insoluble in *H* 2 *O .* #### *99* **(d)** Haemoglobin containing iron is a transport protein found in RBC most of the animals. It is responsible for the transport of oxygen from the lungs to the cells and for removal of waste *C O* <sup>2</sup> from the cells which it returns to lungs. ### *100* **(b)** Photosynthesis is: $$CO_2 + H_2O \xrightarrow{hv} (C_6H_{10}O_5)$$",,,,,,,,,,
BIOMOLECULES-1.json,195,Time,BIOMOLECULES-1,583,98,numerical,Water insoluble component of starch is,a,,,,,,,,,,,,,,,
BIOMOLECULES-1.json,195,Time,BIOMOLECULES-1,583,99,numerical,Which one of the given proteins transports oxygen in the blood stream?,d,,,,,,,,,,,,,,,
BIOMOLECULES-1.json,195,Time,BIOMOLECULES-1,583,100,numerical,"Oxygen, necessary for life on earth was formed in atmosphere as a result of:",b,,,,,,,,,,,,,,,
BIOMOLECULES-1.json,195,Time,BIOMOLECULES-1,583,101,single_type,"Which of the following is ketohexose? Amylase

**Options:**
-",c,Riboflavin Which vitamin is closely involved in the formation of collagen-a protein present in,Baeyer's reagent,Molisch test,Iodine solution Metal lauryl sulphate acts as:,"The term hexose refers to the presence of six carbon atoms and term keto shows the presence of ketonic group. Thus, the compound which contains 6 C atoms and one > C = O group is called ketoheoxse. Among the given only glucose and fructose are six C compounds. Out of them, glucose contains an aldehyde group while fructose contains a ketonic group. Hence, the example of ketohexose is fructose.",,,,,,,,,,
BIOMOLECULES-1.json,195,Time,BIOMOLECULES-1,583,102,single_type,"Which of the following enzymes hydrolysis starch to glucose?

**Options:**
-",a,Amylase,Ribose sugar and uracil Deoxyribose sugar and uracil,Esters,Deoxyribose sugar and thymine,Amylase enzyme act on starch and hydrolyse it to glucose.,,,,,,,,,,
BIOMOLECULES-1.json,195,Time,BIOMOLECULES-1,583,103,numerical,Which one is a phospholipid? Lecithin Cephalin Kephalin All of these,d,,,,,"Another very important class of lipids are the phospholipids. These are polar lipids and, like the fats, are esters of glycerol. In this case, however, only two fatty acid molecules are esterified to glycerol; at the first and second carbon atom. The remaining end position of the glycerol is esterified to a molecule of phosphoric acid, which in turn is also esterified to another alcohol. This gives a general structure, e.g., Lecithin, cephalin, kephalin, etc.",,,,,,,,,,
BIOMOLECULES-1.json,195,Time,BIOMOLECULES-1,583,104,numerical,Hydrolysis of fats and oils yield: Dihydride alcohol Trihydric alcohol Esters Unsaturated acids,b,,,,,,,,,,,,,,,
BIOMOLECULES-1.json,195,Time,BIOMOLECULES-1,583,105,numerical,RNA contains Ribose sugar and thymine Ribose sugar and uracil Deoxyribose sugar and thymine,b,,,,,RNA contains ribose sugar and uracil.,,,,,,,,,,
BIOMOLECULES-1.json,195,Time,BIOMOLECULES-1,583,106,single_type,"Diastase

**Options:**
-",a,"I, II and III II. Tollen's reagesnt Which can be used to make distinction between an aldose and a ketose?",II and III,I only,II only,,,,,,,,,,,
BIOMOLECULES-1.json,195,Time,BIOMOLECULES-1,583,107,numerical,Cane sugar on hydrolysis yields: Glucose and maltose Glucose and lactosec) fructose Only glucose,c,,,,,,,,,,,,,,,
BIOMOLECULES-1.json,195,Time,BIOMOLECULES-1,583,108,single_type,"solution is:

**Options:**
-",b,Brown,Red Blue Green,,,*Reducing sugar*+*CuO⟶C u*2*O* (red). *115* **(a)**,,,,,,,,,,
BIOMOLECULES-1.json,195,Time,BIOMOLECULES-1,583,110,single_type,"Consider the following reagents I. Br2 water III. Fehling's solution

**Options:**
-",c,"I, II and III Which can be used to make distinction between an aldose and a ketose?",II and III I only II only,,,,,,,,,,,,,
BIOMOLECULES-1.json,195,Time,BIOMOLECULES-1,583,111,single_type,"Riboflavin

**Options:**
-",b,,─CHO gp,,All of these,Vitamin *B*12 or cyanocobalamine is *C*<sup>63</sup> *H*88*O*<sup>14</sup> *N*<sup>14</sup> *PCo .*,,,,,,,,,,
BIOMOLECULES-1.json,195,Time,BIOMOLECULES-1,583,112,single_type,Carbohydrate contains: ─OH gp. ─CHO gp All of these,d,,,,,Carbohydrates are defined as polyhydroxy aldehydes (aldoses) or ketones (ketoses) along with all substances which produce these on hydrolysis.,,,,,,,,,,
BIOMOLECULES-1.json,195,Time,BIOMOLECULES-1,583,113,single_type,"Which is used for making rayon (artificial silk)?

**Options:**
-",b,Starch,Cellulose,Terephthalic acid,Adipic acid,An use of cellulose. Cellulose is cementing material of cells. Also it is most abundant carbohydrate of nature. Glucose gives silver mirror with ammoniacal silver silver nitrate because of presence of *–CHO* group (aldehyde group) in the structure of glucose. *C H*2*OH* (*CHOH* )4*CHO*+ *A g*2*O→C H*2*OH* (*CHOH* )4*COOH* +2 *Ag ↓* Gluconic acid silver mirror,,,,,,,,,,
BIOMOLECULES-1.json,195,Time,BIOMOLECULES-1,583,114,single_type,"Cellulose articles in daily use as well as most abundant in nature?

**Options:**
-",a,,Glucose,Starch,Sucrose,The process is known as inversion of cane sugar.,,,,,,,,,,
BIOMOLECULES-1.json,195,Time,BIOMOLECULES-1,583,115,single_type,"Glucose gives silver mirror with ammoniacal silver nitrate because it has

**Options:**
-",a,Aldehyde group,Glycogen,Lipid,Protein,,,,,,,,,,,
BIOMOLECULES-1.json,195,Time,BIOMOLECULES-1,583,116,numerical,Aleurone grains are Starch Glycogen Lipid Protein,,,,,,,,,,,,,,,,
BIOMOLECULES-1.json,195,Time,BIOMOLECULES-1,583,117,single_type,"The number of disulphide linkage present in insulin are

**Options:**
-",b,1,2,3,4,Insulin is composed of two peptide chains referred to as the chain *A* ∧*chain B . A* chain of 21 residues and *B* chain of 30 residues are crosslinked by two disulphide bridges.,,,,,,,,,,
BIOMOLECULES-1.json,195,Time,BIOMOLECULES-1,583,118,single_type,"Which are not the essential constituents of balanced diet?

**Options:**
-",d,Carbohydrates,Fats,Proteins,Hormones,Rest all are essential constituents of diet.,,,,,,,,,,
BIOMOLECULES-1.json,195,Time,BIOMOLECULES-1,583,120,single_type,"Saponification

**Options:**
-",a,"Although D-galactose rotates plane-polarised light, its oxidation product, galactaric acid, , does not. It is due to",B12,B1,C,"It is definition of saponification value, used in analysis of fats and oils.",,,,,,,,,,
BIOMOLECULES-1.json,195,Time,BIOMOLECULES-1,583,121,numerical,The destruction of the biological nature and activity of proteins by heat or chemical a) Dehydration Denaturation Denitrogenation Deamination,b,,,,,"After denaturation, soluble proteins become insoluble. The process which brings in the changes in physical and biological activity of proteins.",,,,,,,,,,
BIOMOLECULES-1.json,195,Time,BIOMOLECULES-1,583,122,numerical,Glucose and mannose are Epimers Anomers Ketohexoses Disaccharides,a,,,,,"Glucose and mannose are epimers, because they differ in configuration at *C* 2 *.*",,,,,,,,,,
BIOMOLECULES-1.json,195,Time,BIOMOLECULES-1,583,123,numerical,The hormone thyroxine:,b,,,,,It is an amine hormone secreted from thyroid which stimulates rate of oxidative metabolism and regulates general growth and development.,,,,,,,,,,
BIOMOLECULES-1.json,195,Time,BIOMOLECULES-1,583,124,numerical,"due to HN O3 a) , does not. It is due to and L-isomer Both are correct None of the above is correct",,,,,,,,,,,,,,,,
BIOMOLECULES-1.json,195,Time,BIOMOLECULES-1,583,125,numerical,Which of the following vitamins is present in cod-liver oil? A B12 C,a,,,,,"Vitamin A is present in milk, butter, kidney, egg yolk, liver, fish oil, etc.   Thus, only three phenyl hydrazine molecules and one molecule of glucose is required to form osazone.",,,,,,,,,,
BIOMOLECULES-1.json,195,Time,BIOMOLECULES-1,583,126,single_type,"osazone. The value of 'X' is Glucose molecule reacts with 'X' number of molecules of phenyl hydrazine to yield

**Options:**
-",d,Four,One,Two,Three,,,,,,,,,,,
